IssueKey,Summary
OP-7766,"Java - Visibility - Approval gate is failing "
OP-7767,"UI - Edit integrator - Unable to edit Github integrator  - Save button is in disable mode"
OP-7768,"UI - Integrators - Permissions are not getting saved "
OP-7775,"Java - Integrator - Crete a new integrator along with permission and enable connect to spinnaker - Save api is throwing  500 error "
OP-7777,"No value present error is being shown in Setup>Agents page when no agent is added"
OP-7778,"UI - Edit Log template - Unable to edit log template - Click on Next button is not working"
OP-7779,"Java - Cloud providers are not getting updated in deploy stage(spinnaker)"
OP-7786,"Vault --Getting placeholders for the Integrators in getalldatasources in UI"
OP-7789,"OSS Spinnaker - Pipeline details are not getting updated in Audit page(even though spinnaker is connected )"
OP-7790,"OES UI should show  - When saving OPA policy error message if policy is wrong "
OP-7791,"Java- Add log level error for autopilot service"
OP-7793,"Next Button in the LogAnalysis template not working"
OP-7797,"UI - integrator -  Integrator creation is failing with validation(even though credentials are correct)"
OP-7800,"UI - Verification -  Sensitivity drop down is shown as empty (even though  data is present in api)"
OP-7801,"NonAdmin--Connect to Spinnaker..Not able to Save Integrators"
OP-7812,"Not able to save the AWS cloud provider account "
OP-7813,"UI - App&Service view - Pagination is missing in deployment view"
OP-7814,"Java - Audit - Click on service name - service deployment api is throwing 500 error"
OP-7815,"UI - Policy Audit - Click on policy Audit - Count table is missing in the policy tab"
OP-7816,"Java - Audit - Click on download CSV Data - Count miss match in download csv file "
OP-7817,"Java- Remvoe system.out.println statements"
OP-7818,"UI - Service deployment view -  Click on sonarqube connector for the first data was not showing"
OP-7821,"Java - Verification - Getting time out exception frequently "
OP-7836,"UI - Visibility - Change the service drop down refresh page is not working "
OP-7838,"Java - Auto approval - Error message is shown in comment section"
OP-7854,"X509---UI is redirecting to spinnaker gate url, not able to load"
OP-7858,"AonA--ERROR Unable to do reclassification for the selected cluster, canaryId:539 java.lang. NullPointerException at com.opsmx.analytics.logservices.UserLogTemplateServices.updateFee"
OP-7861,"Java - Platform Service : While Updating the integrators, the secrets are not saving in encrypted format in database when we have db configuration."
OP-7870,"Platform build is failing - due to vault URL changes"
OP-7877,"Test issue - Jira workflow field copy - 7 -  please ignore this issue"
OP-7879,"Test issue - Jira workflow field copy - 9 -  please ignore this issue"
OP-7887,"Automation test cases for Audit trail page"
OP-7892,"Java - Automation : Add Automation test cases for download csv file in Audit trail page"
OP-7893,"Java - Delete pipeline (common gate ) throwing issue - unable to delete pipeline with common gate"
OP-7896,"3.9: canaryCOnfig gives 404"
OP-7897,"Java - Update service - Validations are missing while updating the service name"
OP-7916,"Java- Stack Driver loganalysis implementation"
OP-7923,"AonA > LogsPlusMetric pipeline is failing to trigger a canary & instead of canary ID, returning to Login page"
OP-7924,"Java - Unable to create pipeline when RBAC is enabled with common GATE"
OP-7925,"Test issue - Jira workflow field copy - 20-  please ignore this issue"
OP-7930,"Java - Visibility data is not showing for bit-bucket server "
OP-7964,"UI - Delivery Insights - Alignment issue in graph heading "
OP-8030,"The criticality assignment in Java side needs to be changed from 'WARNING' to 'WARN'"
OP-8097,"Java - Setup - Cloud providers - unable to save spinnaker with internalgate url"
OP-8179,"Java - Delivery Insights -  data is missing for last 6 months (deployments graph)"
OP-8190,"Java - Need to handle session timeout in OES instances "
OP-8327,"Java - Metric Analysis - Unable to trigger metric alone cases through OES"
OP-8437,"UI--Not able to create datasource, getting bad request exception"
OP-8440,"SonarQube - Resolve Critical issues in Autopilot"
OP-8555,"Enhancements for sonarQube Connector"
OP-8560,"Remove non-functioning left menu items and collapsed menu icons"
OP-8852,"UI Automation"
OP-8854,"UI Automation development"
OP-8855,"UI Automation execution with 4000 application"
OP-8856,"clone"
OP-8951,"Data collection from development tools"
OP-8953,"Extracting data from github"
OP-8954,"Extracting data from jira"
OP-8955,"Extracting data from sonarqube"
OP-8956,"Extracting data from jenkins"
OP-8957,"Data validation from development tools"
OP-8958,"Validation of data from github"
OP-8959,"Validation of data from jira"
OP-8960,"Validation of data from sonarqube"
OP-8961,"Validation of data from jenkins"
OP-8962,"Data visualisation from development tools"
OP-8963,"Creating plots to visualise data obtained from github"
OP-8964,"Creating plots to visualise data obtained from jira"
OP-8965,"Creating plots to visualise data obtained from sonarqube"
OP-8966,"Creating plots to visualise data obtained from jenkins"
OP-8975,"Java - Integartors - GetAllDatasources api is throwing 500 error in latest master code"
OP-9078,"Remove Non-Functioning left-menu"
OP-9079,"Functional QA - Test cases preparation"
OP-9080,"Functional QA - Test cases Execution"
OP-9081,"API Automation Script development & Execution"
OP-9082,"UI Automation Script development & Execution"
OP-9154,"Desk Check"
OP-9161,"UI Development design on Remove Help in left-menu "
OP-9163,"API Development Design for Remove Non-Functioning left-menu in code"
OP-9777,"Review - Functional Test cases "
OP-9907,"Review - Automation"
OP-9156,"Lazy fetching  change"
OP-9157,"test issue - to be ignored"
OP-10139,"disable osiv flag in application properties configuration "
OP-10140,"Update code to fetch  type from eager to lazy in entity  "
OP-10141,"Unit testing of impacted APIs related to register canary flow"
OP-10142,"change for single query calls in getServiceList API  due to DTO"
OP-10143,"desk check"
OP-9160,"Refactor entity-mapping change"
OP-9171,"Dev initial setup creation "
OP-9683,"Create folder structure - v5"
OP-9684,"Create new branch for common code check-in"
OP-9174,"Entity refactoring changes"
OP-9687,"Rename CanaryAnalysis to MetricAnalysis"
OP-9688,"Discussion"
OP-9689,"Update all testing related API calls to refer to folder v5"
OP-9690,"Update all dev API calls to refer to folder v5"
OP-9691,"Remove Sonarqube violations"
OP-9889,"Desk check"
OP-9891,"Tables renaming"
OP-9893,"Execution"
OP-9894,"move common attributes of LogTemplate, MetricTemplate into abstract class"
OP-9895,"Replace @Lombok toString, hashCode, equals with Java impl"
OP-9896,"Remove unused entities AvailableCookbooks, UserLoginDetails"
OP-9897,"Review of all subtasks"
OP-10078,"Rename for UserServiceTemplate to MetricTemplate"
OP-10079,"Rename UserLogServiceTemplate to LogTemplate"
OP-10080,"Rename UserLogFeedback to ReclassificationTopic"
OP-10081,"Rename TagsFeedBack to ReclassificationTag"
OP-10163,"unit testing of RegisterCanery flow"
OP-9204,"buffer story - logged defects for sprint#1"
OP-9210,"Remove eager fetch of mapped entitites"
OP-9211,"identify impacted areas - by code walkthrough"
OP-9872,"development"
OP-9873,"unit testing of new code"
OP-9874,"testing of impacted APIs"
OP-9875,"unit test case creation"
OP-9876,"code review"
OP-9882,"discuss, create, review design"
OP-9883,"desk check"
OP-9214,"Test Only -  Enhancements for sonarQube Connector"
OP-9225,"Design Framework for log downloader ."
OP-9695,"Creating Framework For Log Downloaders"
OP-9697,"Refactor Elastic Search Log Downloader according to framework"
OP-9699,"Testing And Preparing HLD documentation for New Log Downloader Framework "
OP-9885,"Desk Check"
OP-9886,"Unit Test Case Creation for modified code"
OP-9887,"Testing of impacted apis"
OP-9890,"Execution"
OP-9892,"Execution"
OP-9256,"Do a research and get some understanding on the Spring boot caching feature"
OP-9577,"How the cache works ?"
OP-9605,"How the cache refreshing happens ?"
OP-9607,"Check if cache duration interval can be made configurable"
OP-9609,"Analyse and understand what all fits into our requirement"
OP-9258,"Segregate the above endpoints and understand which APIs are exposed to UI and which are not"
OP-9333,"AppDynamics Error Metric Intrpolation with 0"
OP-9352,"Application - Document The Existing Error Codes And Messages For Application APIs"
OP-9354,"Service - Document The Existing Error Codes And Messages For Service APIs"
OP-9401,"Create Application - Document The Existing Error Codes And Messages For Create Application Endpoint"
OP-10076,"Get Application - Document Error Codes And Messages For Get Applications By User Permission End Point"
OP-9411,"Create Service - Document The Existing Error Codes And Messages For Create Service Endpoint"
OP-9566,"Create a new design for the API Automation Framework"
OP-9788,"API Automation: Design Review and Code review"
OP-9567,"Implement logging and reporting to the API automation framework"
OP-9569,"Integrate Apache POI into the framework to read the test data from excel file"
OP-9570,"Implement retry mechanism for the failed test cases"
OP-9584,"Creation of new UI automation framework"
OP-9654,"UI Automation framework Review "
OP-9655,"Creation of new UI automation framework with TestNG and Selenium Java"
OP-9585,"Implement Extent Reporting to the UI Automation framework"
OP-9656,"Review - Extent Reporting to the UI Automation framework"
OP-9657,"Implement Extent Reporting to the UI Automation framework"
OP-9587,"Implement retry mechanism for the failed test cases"
OP-9658,"Review the code for implementation retry mechanism for the failed test cases"
OP-9659,"Implementation of retry mechanism for the failed test cases"
OP-9592,"Adding Reusable utilities to the UI automation framework"
OP-10135,"Adding utilities to the UI automation framework"
OP-10136,"Review -  Automation"
OP-9597,"Automate Regression use cases"
OP-10366,"Regression - UI Automation test script preparation and Execution"
OP-10367,"Review - UI Automation"
OP-9602,"Data Source creation"
OP-9685,"UI-  Requried changes for stack driver datasource creation"
OP-9686,"Java-  Implementation for  stack driver datasource creation in platform service"
OP-9627,"Parsing API Response  Into Java Provided Model Classes."
OP-10651,"development"
OP-10754,"desk check"
OP-9635,"Development of new use case for predictive analytics"
OP-9636,"Identifying existing research work on Sonarqube data"
OP-9637,"Understanding concepts from a research paper on Sonarqube data"
OP-9638,"Creating a new use case based on Jira, Git and Sonarqube data"
OP-10153,"Checking for any existing research work on Jira data"
